species,folder,observation_id,photo_id,filename,license,attribution,inat_url,photo_url,observed_on,place_guess,quality_grade,inat_taxon_name
Lithraea caustica,SP002_litre,393892282,721986582,obs_393892282_photo_721986582.jpg,cc-by-nc,"(c) Nicolás Valladares, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/393892282,https://inaturalist-open-data.s3.amazonaws.com/photos/721986582/medium.jpg,2026-06-08,"Curicó Province, Maule, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,394510571,723252579,obs_394510571_photo_723252579.jpg,cc-by-nc,"(c) Franco Allende, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/394510571,https://inaturalist-open-data.s3.amazonaws.com/photos/723252579/medium.jpg,2026-08-25,"Villarrica - Magallanes, 2570428 Viña del Mar, Valparaíso, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,395963939,726093861,obs_395963939_photo_726093861.jpg,cc-by-nc,"(c) damianrivera21, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395963939,https://inaturalist-open-data.s3.amazonaws.com/photos/726093861/medium.jpg,2026-08-30,"Reserva Nacional Rio de Los Cipreses, Machalí, Región del Libertador General Bernardo O'Higgins, CL",research,Lithraea caustica
Lithraea caustica,SP002_litre,396261528,726689534,obs_396261528_photo_726689534.jpg,cc-by-nc,"(c) jpr2027, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/396261528,https://inaturalist-open-data.s3.amazonaws.com/photos/726689534/medium.jpg,2026-04-11,"San Fernando, O'Higgins, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,396486442,727098156,obs_396486442_photo_727098156.jpg,cc-by-nc,"(c) r, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/396486442,https://inaturalist-open-data.s3.amazonaws.com/photos/727098156/medium.jpg,2026-09-01,"Pudahuel, Santiago Metropolitan Region, CL",research,Lithraea caustica
Lithraea caustica,SP002_litre,397428287,728928538,obs_397428287_photo_728928538.jpg,cc-by-nc,"(c) Juan Miguel Cancino, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397428287,https://inaturalist-open-data.s3.amazonaws.com/photos/728928538/medium.jpg,2026-08-31,"Ruta L-391, Colbún, Región del Maule, CL",research,Lithraea caustica
Lithraea caustica,SP002_litre,397442526,728958430,obs_397442526_photo_728958430.jpg,cc-by-nc,"(c) Fabiola Yasna Reyes, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397442526,https://inaturalist-open-data.s3.amazonaws.com/photos/728958430/medium.jpg,2026-09-05,"Vitacura, Región Metropolitana, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,397451705,728975907,obs_397451705_photo_728975907.jpg,cc-by-nc,"(c) coni romero, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397451705,https://inaturalist-open-data.s3.amazonaws.com/photos/728975907/medium.jpg,2026-09-05,"Porvenir, Valparaíso, Región de Valparaíso, CL",research,Lithraea caustica
Lithraea caustica,SP002_litre,397527501,729119494,obs_397527501_photo_729119494.jpg,cc-by-nc,"(c) xnnx, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397527501,https://inaturalist-open-data.s3.amazonaws.com/photos/729119494/medium.jpg,2026-08-29,"PI958-Parada 2 / Nudo Rinconada, Maipú, Región Metropolitana, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,397540925,729145265,obs_397540925_photo_729145265.jpg,cc-by-nc,"(c) xnnx, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397540925,https://inaturalist-open-data.s3.amazonaws.com/photos/729145265/medium.jpg,2026-08-29,"Maipú, Región Metropolitana, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,397541749,729146802,obs_397541749_photo_729146802.jpg,cc-by-nc,"(c) xnnx, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397541749,https://inaturalist-open-data.s3.amazonaws.com/photos/729146802/medium.jpg,2026-08-29,"Maipú, Región Metropolitana, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,397541938,729147298,obs_397541938_photo_729147298.jpg,cc-by-nc,"(c) xnnx, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397541938,https://inaturalist-open-data.s3.amazonaws.com/photos/729147298/medium.jpg,2026-08-29,"Maipú, Región Metropolitana, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,397563786,729190846,obs_397563786_photo_729190846.jpg,cc-by-nc,"(c) manselaar, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397563786,https://inaturalist-open-data.s3.amazonaws.com/photos/729190846/medium.jpg,2026-09-05,"Paine, Santiago Metropolitan Region, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,397645318,729357097,obs_397645318_photo_729357097.jpg,cc-by-nc,"(c) valen cifuentes, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397645318,https://inaturalist-open-data.s3.amazonaws.com/photos/729357097/medium.jpg,2026-09-05,"Sendero Los Peumos, Las Condes, Santiago Metropolitan Region, CL",research,Lithraea caustica
Lithraea caustica,SP002_litre,397916863,729880393,obs_397916863_photo_729880393.jpg,cc-by-nc,"(c) Angelica Cubillos, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/397916863,https://inaturalist-open-data.s3.amazonaws.com/photos/729880393/medium.jpg,2026-09-06,"Mulchén, Bío Bío, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,398013068,730248694,obs_398013068_photo_730248694.jpg,cc-by-nc,"(c) Joaquín Hernández, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/398013068,https://inaturalist-open-data.s3.amazonaws.com/photos/730248694/medium.jpg,2026-09-06,"Sendero Patrimonial Los Quillayes, La Florida, Santiago Metropolitan Region, CL",research,Lithraea caustica
Lithraea caustica,SP002_litre,398889839,731791772,obs_398889839_photo_731791772.jpg,cc-by,"(c) Cochi González, some rights reserved (CC BY)",https://www.inaturalist.org/observations/398889839,https://inaturalist-open-data.s3.amazonaws.com/photos/731791772/medium.jpg,2026-05-02,"Catemu, Valparaíso, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,399374023,732719280,obs_399374023_photo_732719280.jpg,cc-by-nc,"(c) pablo_nelson, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399374023,https://inaturalist-open-data.s3.amazonaws.com/photos/732719280/medium.jpg,2026-08-30,"Cardenal Caro, O'Higgins, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,399591996,733143992,obs_399591996_photo_733143992.jpg,cc-by-nc,"(c) Rodrigo Salas, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399591996,https://inaturalist-open-data.s3.amazonaws.com/photos/733143992/medium.jpg,2026-09-12,"Placilla, O'Higgins, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,399875643,733705380,obs_399875643_photo_733705380.jpg,cc-by-nc,"(c) María Trinidad Olivares, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399875643,https://inaturalist-open-data.s3.amazonaws.com/photos/733705380/medium.jpg,2026-09-13,"Las Condes, Región Metropolitana, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,399878231,733709623,obs_399878231_photo_733709623.jpg,cc-by-nc,"(c) César Piñones Cañete, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399878231,https://inaturalist-open-data.s3.amazonaws.com/photos/733709623/medium.jpg,2026-09-13,"La Ligua, Valparaíso, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,400098590,734136365,obs_400098590_photo_734136365.jpg,cc-by,"(c) Bruno Avilez, some rights reserved (CC BY)",https://www.inaturalist.org/observations/400098590,https://inaturalist-open-data.s3.amazonaws.com/photos/734136365/medium.jpg,2026-09-13,"Concepción, Bío Bío, Chile",research,Lithraea caustica
Lithraea caustica,SP002_litre,400101811,734143747,obs_400101811_photo_734143747.jpg,cc-by,"(c) Bruno Avilez, some rights reserved (CC BY)",https://www.inaturalist.org/observations/400101811,https://inaturalist-open-data.s3.amazonaws.com/photos/734143747/medium.jpg,2026-09-13,"Concepción, Bío-Bío, Chile",research,Lithraea caustica
Kageneckia oblonga,SP003_bollen,374093913,683729281,obs_374093913_photo_683729281.jpg,cc-by-nc,"(c) auravuelo, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/374093913,https://inaturalist-open-data.s3.amazonaws.com/photos/683729281/medium.jpg,2026-04-09,"Apalta, Santa Cruz, Región del Libertador General Bernardo O'Higgins, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,375433062,686339879,obs_375433062_photo_686339879.jpg,cc-by-nc,"(c) Sebastián Catalán benítez, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/375433062,https://inaturalist-open-data.s3.amazonaws.com/photos/686339879/medium.jpg,2026-06-25,"Apalta, Santa Cruz, Región del Libertador General Bernardo O'Higgins, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,376623237,688632196,obs_376623237_photo_688632196.jpg,cc-by-nc,"(c) alex10969, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/376623237,https://inaturalist-open-data.s3.amazonaws.com/photos/688632196/medium.jpg,2026-06-29,"PD1028-Av. José Arrieta / esq. Av. Consistorial, La Reina, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,376836464,689048175,obs_376836464_photo_689048175.jpg,cc-by-nc,"(c) alex10969, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/376836464,https://inaturalist-open-data.s3.amazonaws.com/photos/689048175/medium.jpg,2026-06-29,"Las Condes, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,376908122,689182450,obs_376908122_photo_689182450.jpg,cc-by-nc,"(c) alex10969, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/376908122,https://inaturalist-open-data.s3.amazonaws.com/photos/689182450/medium.jpg,2026-06-29,"Las Condes, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,377323488,689980026,obs_377323488_photo_689980026.jpg,cc-by,"(c) Bruno Avilez, some rights reserved (CC BY)",https://www.inaturalist.org/observations/377323488,https://inaturalist-open-data.s3.amazonaws.com/photos/689980026/medium.jpg,2026-07-01,"Concepción, Bío Bío, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,377323499,689980716,obs_377323499_photo_689980716.jpg,cc-by,"(c) Bruno Avilez, some rights reserved (CC BY)",https://www.inaturalist.org/observations/377323499,https://inaturalist-open-data.s3.amazonaws.com/photos/689980716/medium.jpg,2026-07-01,"Concepción, Bío Bío, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,377323509,689980942,obs_377323509_photo_689980942.jpg,cc-by,"(c) Bruno Avilez, some rights reserved (CC BY)",https://www.inaturalist.org/observations/377323509,https://inaturalist-open-data.s3.amazonaws.com/photos/689980942/medium.jpg,2026-07-01,"Concepción, Bío Bío, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,378221336,691718143,obs_378221336_photo_691718143.jpg,cc-by-nc,"(c) Carolina P., some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/378221336,https://inaturalist-open-data.s3.amazonaws.com/photos/691718143/medium.jpg,2026-07-02,"Quebrada de Córdova, El Quisco, Región de Valparaíso, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,378606062,692460680,obs_378606062_photo_692460680.jpg,cc-by,"(c) Gabriela Cartes, some rights reserved (CC BY)",https://www.inaturalist.org/observations/378606062,https://inaturalist-open-data.s3.amazonaws.com/photos/692460680/medium.jpg,2026-07-04,"Santuario de la Naturaleza Cerro Poqui, Coltauco, Región del Libertador General Bernardo O'Higgins, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,380407161,695944834,obs_380407161_photo_695944834.jpg,cc-by-nc,"(c) Sarai Loreto Iglesias Gutiérrez, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/380407161,https://inaturalist-open-data.s3.amazonaws.com/photos/695944834/medium.jpg,2026-07-11,"Sendero Cerro El Carbón, Vitacura, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,380881309,696860794,obs_380881309_photo_696860794.jpg,cc-by-nc,"(c) Antonia Amancay S., some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/380881309,https://inaturalist-open-data.s3.amazonaws.com/photos/696860794/medium.jpg,2026-07-12,"Sendero a Calabozo del Diablo, San José de Maipo, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,381248128,697572605,obs_381248128_photo_697572605.jpg,cc-by-nc,"(c) Apuntes de la naturaleza, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/381248128,https://inaturalist-open-data.s3.amazonaws.com/photos/697572605/medium.jpg,2026-06-13,"El Quisco, Valparaíso, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,382135083,699288919,obs_382135083_photo_699288919.jpg,cc-by-nc,"(c) alex10969, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/382135083,https://inaturalist-open-data.s3.amazonaws.com/photos/699288919/medium.jpg,2026-07-15,"Huechuraba, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,383059595,701062801,obs_383059595_photo_701062801.jpg,cc-by-nc,"(c) Patricia Barahona, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/383059595,https://inaturalist-open-data.s3.amazonaws.com/photos/701062801/medium.jpg,2026-07-19,"Algarrobo, Valparaíso, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,383369717,701663835,obs_383369717_photo_701663835.jpg,cc-by-nc,"(c) Algarroboceae, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/383369717,https://inaturalist-open-data.s3.amazonaws.com/photos/701663835/medium.jpg,2026-07-19,"Algarrobo, Valparaíso, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,383449592,701819527,obs_383449592_photo_701819527.jpg,cc-by-nc,"(c) tomasirarrazabal, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/383449592,https://inaturalist-open-data.s3.amazonaws.com/photos/701819527/medium.jpg,2026-01-02,"Graneros, O'Higgins Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,383657013,702215085,obs_383657013_photo_702215085.jpg,cc-by-nc,"(c) santiago_cuadral, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/383657013,https://inaturalist-open-data.s3.amazonaws.com/photos/702215085/medium.jpg,2026-05-16,"Santiago, CL-RM, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,383684907,702267234,obs_383684907_photo_702267234.jpg,cc-by-nc,"(c) Benjamin Normark, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/383684907,https://inaturalist-open-data.s3.amazonaws.com/photos/702267234/medium.jpg,2025-12-13,"Conexión Parque San Carlos de Apoquindo-La Plaza Sur, Las Condes, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,384426518,703701691,obs_384426518_photo_703701691.jpg,cc-by-nc,"(c) Carolina P., some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/384426518,https://inaturalist-open-data.s3.amazonaws.com/photos/703701691/medium.jpg,2026-07-23,"Bosque Santiago, Huechuraba, Región Metropolitana de Santiago, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,385498274,705746586,obs_385498274_photo_705746586.jpg,cc-by,"(c) Cesar Ormazabal, some rights reserved (CC BY)",https://www.inaturalist.org/observations/385498274,https://inaturalist-open-data.s3.amazonaws.com/photos/705746586/medium.jpg,2023-11-08,"Las Condes, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,385689236,706109374,obs_385689236_photo_706109374.jpg,cc-by-nc,"(c) alex10969, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/385689236,https://inaturalist-open-data.s3.amazonaws.com/photos/706109374/medium.jpg,2026-07-26,"JG86+58, Las Condes, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,386080548,706862894,obs_386080548_photo_706862894.jpg,cc-by-nc,"(c) Felipe Lucero Díaz, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/386080548,https://inaturalist-open-data.s3.amazonaws.com/photos/706862894/medium.jpg,2026-07-26,"El Durazno, Las Cabras, O'Higgins Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,387978535,710513936,obs_387978535_photo_710513936.jpg,cc-by-nc,"(c) manuel_larrain, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/387978535,https://inaturalist-open-data.s3.amazonaws.com/photos/710513936/medium.jpg,2026-08-01,"Conexión Parque San Carlos de Apoquindo-La Plaza Sur, Las Condes, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,389171140,712814236,obs_389171140_photo_712814236.jpg,cc-by-nc,"(c) Martín P. Burgos, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/389171140,https://inaturalist-open-data.s3.amazonaws.com/photos/712814236/medium.jpg,2026-08-06,"Cordillera, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,389171146,712814419,obs_389171146_photo_712814419.jpg,cc-by-nc,"(c) Martín P. Burgos, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/389171146,https://inaturalist-open-data.s3.amazonaws.com/photos/712814419/medium.jpg,2026-08-06,"Cordillera, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,389171148,712814513,obs_389171148_photo_712814513.jpg,cc-by-nc,"(c) Martín P. Burgos, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/389171148,https://inaturalist-open-data.s3.amazonaws.com/photos/712814513/medium.jpg,2026-08-06,"Cordillera, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,390192569,714824752,obs_390192569_photo_714824752.jpg,cc-by-nc,"(c) Carolina León, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/390192569,https://inaturalist-open-data.s3.amazonaws.com/photos/714824752/medium.jpg,2026-08-05,"Sendero del Morro, San Fernando, O'Higgins Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,390400914,715228814,obs_390400914_photo_715228814.jpg,cc-by-nc,"(c) liamrg, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/390400914,https://inaturalist-open-data.s3.amazonaws.com/photos/715228814/medium.jpg,2026-08-08,"San Pedro, Quillota, Valparaíso Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,390404421,715235987,obs_390404421_photo_715235987.jpg,cc-by-nc,"(c) liamrg, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/390404421,https://inaturalist-open-data.s3.amazonaws.com/photos/715235987/medium.jpg,2026-08-08,"San Pedro, Quillota, Valparaíso Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,390601986,715620765,obs_390601986_photo_715620765.jpg,cc-by-nc,"(c) liamrg, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/390601986,https://inaturalist-open-data.s3.amazonaws.com/photos/715620765/medium.jpg,2026-08-08,"Parque Nacional La Campana, Quillota, Valparaíso Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,391242567,716868601,obs_391242567_photo_716868601.jpg,cc-by,"(c) Cesar Ormazabal, some rights reserved (CC BY)",https://www.inaturalist.org/observations/391242567,https://inaturalist-open-data.s3.amazonaws.com/photos/716868601/medium.jpg,2023-12-08,"Linares, Maule, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,391880993,718103928,obs_391880993_photo_718103928.jpg,cc-by-nc,"(c) andreabot_, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/391880993,https://inaturalist-open-data.s3.amazonaws.com/photos/718103928/medium.jpg,2026-08-16,"Treguaco, Ñuble, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,392011237,718357036,obs_392011237_photo_718357036.jpg,cc-by-nc,"(c) eltontitodelosbichos, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/392011237,https://inaturalist-open-data.s3.amazonaws.com/photos/718357036/medium.jpg,2026-08-16,"Región Metropolitana de Santiago, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,393698546,721656865,obs_393698546_photo_721656865.jpg,cc-by-nc,"(c) liamrg, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/393698546,https://inaturalist-open-data.s3.amazonaws.com/photos/721656865/medium.jpg,2026-08-22,"Ruta Mirador Natural de Cóndores, San José de Maipo, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,393698923,721657474,obs_393698923_photo_721657474.jpg,cc-by-nc,"(c) liamrg, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/393698923,https://inaturalist-open-data.s3.amazonaws.com/photos/721657474/medium.jpg,2026-08-22,"Ruta Mirador Natural de Cóndores, San José de Maipo, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,393889999,722032167,obs_393889999_photo_722032167.jpg,cc-by-nc,"(c) Francisca Romero, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/393889999,https://inaturalist-open-data.s3.amazonaws.com/photos/722032167/medium.jpg,2026-08-23,"Valparaíso, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,395959126,726083917,obs_395959126_photo_726083917.jpg,cc0,no rights reserved,https://www.inaturalist.org/observations/395959126,https://inaturalist-open-data.s3.amazonaws.com/photos/726083917/medium.jpg,2026-08-30,"Camino Principal, Laguna Verde, Valparaíso, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,395999426,726167118,obs_395999426_photo_726167118.jpg,cc-by-nc,"(c) JUAN JOSÉ GUZMÁN, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/395999426,https://inaturalist-open-data.s3.amazonaws.com/photos/726167118/medium.jpg,2026-08-28,"Vitacura, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,396976775,728044067,obs_396976775_photo_728044067.jpg,cc-by-nc,"(c) valentina olmedo, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/396976775,https://inaturalist-open-data.s3.amazonaws.com/photos/728044067/medium.jpg,2026-09-03,"Peñalolén, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,398013240,730255272,obs_398013240_photo_730255272.jpg,cc-by-nc,"(c) Joaquín Hernández, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/398013240,https://inaturalist-open-data.s3.amazonaws.com/photos/730255272/medium.jpg,2026-09-06,"Calle Seis, La Florida, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,398755418,731521186,obs_398755418_photo_731521186.jpg,cc-by-nc,"(c) alepereira, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/398755418,https://inaturalist-open-data.s3.amazonaws.com/photos/731521186/medium.jpg,2026-09-05,"Sendero Mirador de la U (1369 m), Peñalolén, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,398882956,731779180,obs_398882956_photo_731779180.jpg,cc-by,"(c) Cochi González, some rights reserved (CC BY)",https://www.inaturalist.org/observations/398882956,https://inaturalist-open-data.s3.amazonaws.com/photos/731779180/medium.jpg,2026-05-02,"Catemu, Valparaíso, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,399561853,733086280,obs_399561853_photo_733086280.jpg,cc-by-nc,"(c) diegokeule, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399561853,https://inaturalist-open-data.s3.amazonaws.com/photos/733086280/medium.jpg,2026-09-12,"Rauco, Maule, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,399591743,733143587,obs_399591743_photo_733143587.jpg,cc-by-nc,"(c) Rodrigo Salas, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399591743,https://inaturalist-open-data.s3.amazonaws.com/photos/733143587/medium.jpg,2026-09-12,"San Fernando, O'Higgins, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,399877996,733709052,obs_399877996_photo_733709052.jpg,cc-by-nc,"(c) claulizama, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399877996,https://inaturalist-open-data.s3.amazonaws.com/photos/733709052/medium.jpg,2026-09-13,"Sendero Los Peumos, Las Condes, Santiago Metropolitan Region, CL",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,399886661,733726069,obs_399886661_photo_733726069.jpg,cc-by-nc,"(c) Tomas Olivares, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399886661,https://inaturalist-open-data.s3.amazonaws.com/photos/733726069/medium.jpg,2026-09-13,"Las Condes, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,399886738,733726303,obs_399886738_photo_733726303.jpg,cc-by-nc,"(c) María Trinidad Olivares, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399886738,https://inaturalist-open-data.s3.amazonaws.com/photos/733726303/medium.jpg,2026-09-13,"PC630-Camino El Alba / esq. Camino Otoñal, Las Condes, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,399887403,733727795,obs_399887403_photo_733727795.jpg,cc-by-nc,"(c) María Trinidad Olivares, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/399887403,https://inaturalist-open-data.s3.amazonaws.com/photos/733727795/medium.jpg,2026-09-13,"JG86+58, Las Condes, Región Metropolitana, Chile",research,Kageneckia oblonga
Kageneckia oblonga,SP003_bollen,400083543,734109343,obs_400083543_photo_734109343.jpg,cc-by-nc,"(c) mgbarnes, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/400083543,https://inaturalist-open-data.s3.amazonaws.com/photos/734109343/medium.jpg,2026-09-13,Ovalle,research,Kageneckia oblonga
Podanthus mitiqui,SP004_mitique,331149686,600665709,obs_331149686_photo_600665709.jpg,cc-by-nc,"(c) MARTIN IGNACIO VASQUEZ GUTIERREZ, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/331149686,https://inaturalist-open-data.s3.amazonaws.com/photos/600665709/medium.jpg,2025-09-16,"George Washington - San Martin, Valparaíso, Chile",research,Podanthus mitiqui
Podanthus mitiqui,SP004_mitique,331301245,600980791,obs_331301245_photo_600980791.jpg,cc-by-nc,"(c) José Patricio Rojas Santana, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/331301245,https://inaturalist-open-data.s3.amazonaws.com/photos/600980791/medium.jpg,2025-05-28,Laguna Junquillar (San Pedro de La Paz),research,Podanthus mitiqui
Podanthus mitiqui,SP004_mitique,331376588,601134622,obs_331376588_photo_601134622.jpg,cc-by-nc,"(c) Mitolo Tl, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/331376588,https://inaturalist-open-data.s3.amazonaws.com/photos/601134622/medium.jpg,2025-11-08,"Valparaiso, Valparaíso, Chile",research,Podanthus mitiqui
Podanthus mitiqui,SP004_mitique,332395783,603225085,obs_332395783_photo_603225085.jpg,cc-by-nc,"(c) Mitolo Tl, some rights reserved (CC BY-NC)",https://www.inaturalist.org/observations/332395783,https://inaturalist-open-data.s3.amazonaws.com/photos/603225085/medium.jpg,2025-10-25,"Valparaiso, Valparaíso, Chile",research,Podanthus mitiqui
