"referenceId","seriesId","sourceType","referenceKind","sourceTitle","evidenceRole","pilotRelevance","botanicalSourceRef","photographerOrAuthor","rightsHolder","sourceUrl","license","licenseUrl","dateAccessed","dateTaken","location","protectedArea","referenceArea","latitude","longitude","locationPrecision","approxAltitudeM","season","timeOfDay","cameraBearing","slopeAspect","environmentType","ecosystemId","ecosystemName","ecosystemSource","category","terrainForm","slopeClass","vegetationStructure","canopyCoverClass","substrate","hydrology","weatherAtmosphere","visibleSpecies","speciesEvidence","landscapeElements","observedNotes","interpretedNotes","ecologicalUse","artUse","localAssetPath","reviewConfidence","status","notes"
"ENV-0025","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184056.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1umSheKmBu5Nl_152fvyGsAGJTc0ENlwu/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:40:56","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0026","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184150.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1w-HKQguu4D_Oz1dJE5CwU1gNuofWHWCD/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:41:50","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0027","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184203.jpg","visual;geomorphological","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1LiJRZIe9E-3RCekiK2HtKJVK26AdWGbn/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:42:03","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","tarde","","","borde_sendero","","","","evidencia territorial directa","ribera de cauce con talud de tierra","","matorral denso tipo enredadera/zarzamora cubriendo talud;pastizal en primer plano","alta en el talud cubierto de enredadera","tierra expuesta en talud;roca junto al cauce","cauce activo visible al fondo derecho","","","","caja verde de infraestructura con tuberias azules;cauce con corriente;talud cubierto de vegetacion trepadora","Talud cubierto casi por completo de vegetacion trepadora/arbustiva densa (tipo zarzamora), con pastizal alto en primer plano y una caja de infraestructura verde con tuberias azules junto al cauce visible al fondo derecho.","La vegetacion trepadora densa podria incluir especies no nativas (zarzamora); no se confirma identificacion de especie. La infraestructura indica intervencion humana (posible captacion de agua) cerca del cauce.","Documentar cobertura densa de matorral/enredadera en talud de ribera y presencia de infraestructura.","Referencia de densidad vegetal alta y elemento de infraestructura rustica junto al cauce; util para decidir si estos elementos se representan o se omiten por 'limpieza visual'.","docs/references/environments/photos/FIELD-ARR-2026-09-16-01/IMG_20260916_184203.jpg","high","reviewed","EXIF del archivo (Xiaomi Redmi Note 13 5G) no contiene coordenadas GPS validas (campos GPS vacios/NaN); latitud/longitud tomadas de docs/ART_DEPARTMENT_HANDOFF_2026-09-16.md, no confirmadas por dispositivo. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias); pendiente decidir si se versiona copia local en el repositorio."
"ENV-0028","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184339.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1QFvUWy2CQiP7d4N0jDJxDISn_QBevcxI/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:43:39","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0029","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184407.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1thhCxF9FgPEOGd4CwJiKCN-dYlTB6C7J/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:44:07","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0030","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184413.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1OkkR1wVNdkimMd_76kvG2UpIKHFMdCH-/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:44:13","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0031","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184436.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1Kih1BDHNaWblwYochlxFxICsd1Zp8ZIn/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:44:36","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0032","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184445.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1odh2S63Of8XLrAxvl3RJwXpbVBTM226B/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:44:45","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0033","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184449.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1KPUqhqlM50w2TBeLQ9sb7Fx1PtbXxQA2/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:44:49","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0034","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184500.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1Bnl6otXavhLxmyUs8FH_aJaLapEXGalg/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:45:00","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0035","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184535.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1eJR9D1b3p3LtrJ6gm-VpdiUnOBh2GNI8/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:45:35","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0036","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184643.jpg","visual;geomorphological;ecological","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/16jXhGKZ77k2VRf9OQd2DT8of4oh3V8Ll/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:46:43","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","tarde","","","cauce_o_estero","","","","evidencia territorial directa","cauce con rapido/caida corta","","matorral y enredadera densa cubriendo talud lateral;vegetacion baja de ribera","alta en el talud","roca de lecho;bloques","flujo turbulento tipo rapido/pequena caida","","","","cauce turbulento;talud con enredadera;vegetacion de ribera baja","Tramo del cauce con agua turbulenta formando un pequeno rapido/caida entre rocas, talud lateral cubierto de vegetacion trepadora densa y vegetacion baja en la orilla cercana.","Aporta evidencia de variacion de energia del cauce (tramos calmos vs turbulentos) dentro de la misma serie/visita.","Documentar variacion de energia hidraulica del cauce en un mismo punto/serie.","Referencia de agua turbulenta/rapido para diversificar la representacion del estero mas alla de un cauce uniforme.","docs/references/environments/photos/FIELD-ARR-2026-09-16-01/IMG_20260916_184643.jpg","high","reviewed","EXIF del archivo (Xiaomi Redmi Note 13 5G) no contiene coordenadas GPS validas (campos GPS vacios/NaN); latitud/longitud tomadas de docs/ART_DEPARTMENT_HANDOFF_2026-09-16.md, no confirmadas por dispositivo. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias); pendiente decidir si se versiona copia local en el repositorio."
"ENV-0037","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184720.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1Mr58EAAjHqmhD5zpXRO7g6YK_A4BGtif/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:47:20","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0038","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184740.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/155pbMbz6leHoiA-YYRmwN-RAK-8_ztDT/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:47:40","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0039","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184816.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1uJKh-vnwS2WHAMZnl3__jtp8H9FMzW8P/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:48:16","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0040","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184909.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1zZPO4zJ-d2wSu9ew-TgBozaGVptOoCIX/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:49:09","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0041","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184912.jpg","visual;geomorphological","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1zNXZI_8sjCl_j76xuEwjdjWLq0_7b1JE/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:49:12","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","tarde","","","ladera","","","","evidencia territorial directa","ladera con afloramiento rocoso","","matorral esclerofilo medio con cactacea columnar emergente y pastizal","baja a media","roca granitica con liquenes;suelo con grava","sin evidencia de humedad","","","","cactacea columnar (2 individuos);boulder granitico con liquen;matorral esclerofilo;pastizal","Cactacea columnar de gran porte creciendo directamente junto y sobre un boulder granitico cubierto de liquen, rodeada de matorral esclerofilo bajo/medio y pastizal. Silueta limpia y reconocible.","Corresponde a un microhabitat visual del tipo 'roca_granitica_con_cactacea' descrito en ENVIRONMENT_REFERENCE_PROTOCOL.md #5. No se identifica la especie de cactacea a nivel taxonomico desde la fotografia.","Documentar asociacion visual roca granitica + cactacea + matorral esclerofilo como microhabitat recurrente.","Referencia directa de alta prioridad para el microhabitat 'roca_granitica_con_cactacea'; candidato fuerte para blockout/asset de ladera.","docs/references/environments/photos/FIELD-ARR-2026-09-16-01/IMG_20260916_184912.jpg","high","reviewed","EXIF del archivo (Xiaomi Redmi Note 13 5G) no contiene coordenadas GPS validas (campos GPS vacios/NaN); latitud/longitud tomadas de docs/ART_DEPARTMENT_HANDOFF_2026-09-16.md, no confirmadas por dispositivo. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias); pendiente decidir si se versiona copia local en el repositorio."
"ENV-0042","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184934.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1I6o2rIKweTuzaRYiY7TSm8M7RS3hGd9p/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:49:34","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0043","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184937.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1MlJowsgk_5Rx0j0yysV_q23FzfkNJWC7/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:49:37","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0044","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184940.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1GKHzNcibe4ncg3xFq7VJPo5_MogrV3wC/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:49:40","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0045","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184946.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1_DlSDqWleaRxKszVb1yu9y0X8CrN6YS2/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:49:46","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0046","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184948.jpg","visual","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/197eRnUlh6uzmU0cUFerrs048RgS_bJUv/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:49:48","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","","","","","","","","evidencia territorial directa (pendiente de revision visual individual)","","","","","","","","","","","","","","","","low","collected","Parte de la serie FIELD-ARR-2026-09-16-01 (misma visita de campo, El Arrayan/Los Nogales, 16-sep-2026, 18:32-18:50). Contenido visual aun no descrito individualmente; no completar observedNotes/interpretedNotes hasta revisarla. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias)."
"ENV-0047","FIELD-ARR-2026-09-16-01","field","photograph","Lote de campo El Arrayan - IMG_20260916_184952.jpg","visual;geomorphological","core","","unknown","arboris.illestudio@gmail.com","https://drive.google.com/file/d/1-EyII1IhCYQWWJ6oicAXV1_4Sfq79BDR/view?usp=drivesdk","uso interno Arboris, no publicado","","2026-09-17","2026-09-16 18:49:52","Santuario de la Naturaleza El Arrayan (ex Fundo Los Nogales), sector estero El Arrayan","Santuario de la Naturaleza Los Nogales / El Arrayan","Fundo Los Nogales","-33.325461","-70.456750","point (reportado en handoff, no en EXIF)","","","tarde","","","vista_cajon_o_cordillera","","","","evidencia territorial directa","ladera media a alta con vegetacion arbolada","","matorral esclerofilo alto y arbolado con cactacea columnar emergente;pastizal en primer plano","media a alta en el fondo arbolado","suelo con grava y roca dispersa","sin evidencia de humedad","","","","cactaceas columnares;arbolado esclerofilo de fondo;boulder en primer plano;cielo despejado visible entre copas","Vista de ladera con vegetacion arbolada esclerofila de fondo, cactaceas columnares en primer y segundo plano, boulders dispersos y pastizal/suelo expuesto en primer plano; cielo despejado visible entre las copas.","Buena referencia de composicion de planos (primer plano de suelo/roca, plano medio de matorral con cactaceas, fondo arbolado y cielo) aplicable a la logica de capas parallax del proyecto.","Documentar estructura de vegetacion por estratos (herbaceo-arbustivo-arboreo) en ladera.","Referencia de composicion en planos (primer plano/medio/fondo) coherente con el contrato de capas 00-sky a 03-foreground.","docs/references/environments/photos/FIELD-ARR-2026-09-16-01/IMG_20260916_184952.jpg","high","reviewed","EXIF del archivo (Xiaomi Redmi Note 13 5G) no contiene coordenadas GPS validas (campos GPS vacios/NaN); latitud/longitud tomadas de docs/ART_DEPARTMENT_HANDOFF_2026-09-16.md, no confirmadas por dispositivo. Archivo original en Google Drive (cuenta arboris.illestudio@gmail.com, carpeta Proyecto Arboris/Referencias); pendiente decidir si se versiona copia local en el repositorio."
